repository,number,state,created_at,closed_at,merged_at,hours_to_close,commits,author
spring-projects/spring-boot,49343,closed,2026-02-27T11:14:42Z,2026-03-03T11:29:22Z,,96.24,,FBibonne
spring-projects/spring-boot,49340,closed,2026-02-27T04:30:41Z,2026-02-27T12:13:58Z,,7.72,,jayychoi
spring-projects/spring-boot,49339,closed,2026-02-27T03:44:11Z,2026-02-27T08:02:48Z,,4.31,,jayychoi
spring-projects/spring-boot,49324,closed,2026-02-25T13:15:54Z,2026-03-07T03:40:01Z,,230.4,,qnnn
spring-projects/spring-boot,49319,closed,2026-02-25T01:51:02Z,2026-02-25T09:42:22Z,,7.86,,quaff
spring-projects/spring-boot,49318,closed,2026-02-24T23:09:02Z,2026-02-26T13:28:55Z,,38.33,,dependabot[bot]
spring-projects/spring-boot,49306,closed,2026-02-24T06:07:34Z,2026-02-24T15:38:02Z,,9.51,,giyeon95
spring-projects/spring-boot,49290,closed,2026-02-23T03:49:21Z,2026-02-23T11:20:51Z,,7.53,,ngocnhan-tran1996
spring-projects/spring-boot,49286,closed,2026-02-22T05:55:17Z,2026-02-22T07:34:01Z,,1.65,,ZHRen
spring-projects/spring-boot,49285,merged,2026-02-22T04:09:06Z,2026-03-12T09:31:14Z,2026-03-12T09:31:14Z,437.37,,mayankvirole
spring-projects/spring-boot,49282,closed,2026-02-21T06:06:39Z,2026-02-22T16:24:08Z,,34.29,,ngocnhan-tran1996
spring-projects/spring-boot,49281,closed,2026-02-21T05:16:46Z,2026-02-22T16:29:26Z,,35.21,,cuiweixie
spring-projects/spring-boot,49278,closed,2026-02-20T16:09:04Z,2026-02-24T16:27:23Z,,96.31,,l2yujw
spring-projects/spring-boot,49261,merged,2026-02-18T20:58:40Z,2026-03-12T13:41:35Z,2026-03-12T13:41:35Z,520.72,,apoorvdarshan
spring-projects/spring-boot,49253,closed,2026-02-18T16:02:32Z,2026-02-18T19:11:49Z,,3.15,,apoorvdarshan
spring-projects/spring-boot,49242,closed,2026-02-17T04:57:13Z,2026-02-18T13:02:00Z,,32.08,,shakuzen
spring-projects/spring-boot,49241,open,2026-02-17T04:23:39Z,,,,,shakuzen
spring-projects/spring-boot,49222,closed,2026-02-13T18:45:43Z,2026-02-23T16:34:19Z,,237.81,,dineshsuthar123
spring-projects/spring-boot,49210,closed,2026-02-13T03:28:44Z,2026-03-03T12:40:21Z,,441.19,,itsmevichu
spring-projects/spring-boot,49208,closed,2026-02-12T21:43:03Z,2026-02-12T21:54:15Z,,0.19,,07heco
spring-projects/spring-boot,49191,closed,2026-02-11T13:01:19Z,2026-03-13T13:34:00Z,,720.54,,bbbbooo
spring-projects/spring-boot,49179,closed,2026-02-11T02:44:34Z,2026-02-11T08:18:10Z,,5.56,,henriquejsza
spring-projects/spring-boot,49178,closed,2026-02-11T00:51:33Z,2026-02-11T01:00:20Z,,0.15,,quaff
spring-projects/spring-boot,49176,closed,2026-02-10T13:52:48Z,2026-03-03T09:41:48Z,,499.82,,jayychoi
spring-projects/spring-boot,49156,closed,2026-02-09T01:20:02Z,2026-02-09T13:54:20Z,,12.57,,quaff
spring-projects/spring-boot,49152,closed,2026-02-06T23:40:45Z,2026-02-08T17:52:37Z,,42.2,,osvetlik
spring-projects/spring-boot,49063,closed,2026-02-05T11:45:15Z,2026-02-05T17:22:24Z,,5.62,,dj258255
spring-projects/spring-boot,49059,closed,2026-02-04T22:18:29Z,2026-02-09T13:51:17Z,,111.55,,nosan
spring-projects/spring-boot,49058,closed,2026-02-04T12:44:28Z,2026-02-06T08:11:53Z,,43.46,,GaetanoCerciello
spring-projects/spring-boot,49054,closed,2026-02-03T20:52:12Z,2026-02-05T12:54:04Z,,40.03,,linkian209
spring-projects/spring-boot,49041,closed,2026-02-03T14:14:24Z,2026-02-03T14:18:39Z,,0.07,,karthikkondagari
spring-projects/spring-boot,49039,closed,2026-02-03T13:25:54Z,2026-02-05T02:08:26Z,,36.71,,srt
spring-projects/spring-boot,49037,closed,2026-02-03T01:45:57Z,2026-02-03T19:11:50Z,,17.43,,dependabot[bot]
spring-projects/spring-boot,49031,closed,2026-02-02T03:40:05Z,2026-02-23T15:47:40Z,,516.13,,quaff
spring-projects/spring-boot,49029,closed,2026-02-01T10:40:22Z,2026-03-10T10:42:24Z,,888.03,,itsmevichu
spring-projects/spring-boot,49028,closed,2026-02-01T09:53:28Z,2026-02-02T08:28:32Z,,22.58,,MassimoDeiana
spring-projects/spring-boot,49023,closed,2026-01-30T08:47:37Z,2026-01-30T18:17:00Z,,9.49,,quaff
spring-projects/spring-boot,49014,closed,2026-01-28T19:17:24Z,2026-01-29T10:29:33Z,,15.2,,scordio
spring-projects/spring-boot,49013,closed,2026-01-28T17:11:52Z,2026-01-28T17:41:29Z,,0.49,,nosan
spring-projects/spring-boot,49002,closed,2026-01-28T10:06:00Z,2026-01-28T12:34:14Z,,2.47,,joaquinjsb
spring-projects/spring-boot,48999,closed,2026-01-28T06:21:51Z,2026-02-08T23:39:53Z,,281.3,,aalsanie
spring-projects/spring-boot,48997,closed,2026-01-28T03:23:56Z,2026-01-29T10:16:32Z,,30.88,,ZacharyScheer16
spring-projects/spring-boot,48993,closed,2026-01-27T14:00:38Z,2026-01-27T15:25:02Z,,1.41,,Khyojae
spring-projects/spring-boot,48992,closed,2026-01-27T13:38:12Z,2026-01-28T07:38:46Z,,18.01,,reptiloyds
spring-projects/spring-boot,48973,closed,2026-01-26T22:22:22Z,2026-01-27T07:17:06Z,,8.91,,scordio
spring-projects/spring-boot,48967,closed,2026-01-26T09:50:52Z,2026-02-06T12:51:29Z,,267.01,,garvit-joshi
spring-projects/spring-boot,48965,closed,2026-01-25T22:26:01Z,2026-01-27T07:24:15Z,,32.97,,nosan
spring-projects/spring-boot,48964,closed,2026-01-25T12:18:33Z,2026-01-25T18:30:42Z,,6.2,,Khyojae
spring-projects/spring-boot,48962,closed,2026-01-25T06:18:34Z,2026-01-30T16:02:31Z,,129.73,,junpakPark
spring-projects/spring-boot,48960,merged,2026-01-24T08:11:15Z,2026-03-17T12:04:11Z,2026-03-17T12:04:10Z,1251.88,,jayychoi
spring-projects/spring-boot,48959,closed,2026-01-24T04:08:58Z,2026-02-09T14:04:18Z,,393.92,,jonatan-ivanov
spring-projects/spring-boot,48957,closed,2026-01-24T01:46:06Z,2026-02-10T11:53:04Z,,418.12,,jonatan-ivanov
spring-projects/spring-boot,48954,closed,2026-01-23T17:10:42Z,2026-01-23T17:14:34Z,,0.06,,ani0x53
spring-projects/spring-boot,48952,closed,2026-01-23T13:29:58Z,2026-01-23T13:59:50Z,,0.5,,JeevanYewale
spring-projects/spring-boot,48950,closed,2026-01-23T12:27:09Z,2026-01-23T12:49:30Z,,0.37,,nosan
spring-projects/spring-boot,48943,closed,2026-01-23T08:17:40Z,2026-01-23T08:22:55Z,,0.09,,ani0x53
spring-projects/spring-boot,48936,closed,2026-01-22T09:10:44Z,2026-01-23T09:10:58Z,,24.0,,dsyer
spring-projects/spring-boot,48935,closed,2026-01-22T09:03:54Z,2026-01-22T09:15:16Z,,0.19,,yangfeng123456
spring-projects/spring-boot,48934,closed,2026-01-22T08:54:48Z,2026-01-23T10:36:55Z,,25.7,,quaff
spring-projects/spring-boot,48933,closed,2026-01-22T07:47:58Z,2026-01-28T16:56:38Z,,153.14,,quaff
spring-projects/spring-boot,48930,closed,2026-01-21T21:31:22Z,2026-01-23T09:51:39Z,,36.34,,jdsalasca
spring-projects/spring-boot,48926,closed,2026-01-21T16:02:12Z,2026-01-23T09:04:55Z,,41.05,,dependabot[bot]
spring-projects/spring-boot,48907,closed,2026-01-20T14:37:56Z,2026-01-20T18:56:12Z,,4.3,,ShaunHaldane
spring-projects/spring-boot,48906,closed,2026-01-20T14:05:09Z,2026-01-20T14:36:25Z,,0.52,,yuanchaodu
spring-projects/spring-boot,48902,closed,2026-01-19T21:12:18Z,2026-01-20T12:40:09Z,,15.46,,dependabot[bot]
spring-projects/spring-boot,48901,closed,2026-01-19T18:04:10Z,2026-01-21T09:30:46Z,,39.44,,aktham12
spring-projects/spring-boot,48900,closed,2026-01-19T16:19:19Z,2026-01-20T10:02:36Z,,17.72,,izeye
spring-projects/spring-boot,48879,closed,2026-01-18T16:04:16Z,2026-01-19T18:11:30Z,,26.12,,jayychoi
spring-projects/spring-boot,48876,closed,2026-01-17T16:45:40Z,2026-01-17T19:04:50Z,,2.32,,timonin01
spring-projects/spring-boot,48875,closed,2026-01-17T15:32:59Z,2026-01-18T07:54:39Z,,16.36,,Zuohuang-Cai
spring-projects/spring-boot,48874,closed,2026-01-17T13:49:53Z,2026-01-17T19:23:18Z,,5.56,,ngocnhan-tran1996
spring-projects/spring-boot,48872,closed,2026-01-17T00:39:37Z,2026-01-19T14:57:33Z,,62.3,,paullee714
spring-projects/spring-boot,48871,closed,2026-01-17T00:14:43Z,2026-01-17T00:18:17Z,,0.06,,paullee714
spring-projects/spring-boot,48870,closed,2026-01-16T23:23:43Z,2026-01-20T09:28:49Z,,82.08,,michaldo
spring-projects/spring-boot,48869,closed,2026-01-16T23:07:25Z,2026-01-16T23:13:27Z,,0.1,,michaldo
spring-projects/spring-boot,48868,closed,2026-01-16T15:28:34Z,2026-01-16T15:56:03Z,,0.46,,BensassiMohammed
spring-projects/spring-boot,48863,closed,2026-01-16T09:23:00Z,2026-01-16T09:34:02Z,,0.18,,mipo256
spring-projects/spring-boot,48829,closed,2026-01-14T20:50:03Z,2026-01-15T11:22:52Z,,14.55,,mspiess
spring-projects/spring-boot,48825,closed,2026-01-14T11:34:43Z,2026-01-16T09:47:46Z,,46.22,,HuitaePark
spring-projects/spring-boot,48817,closed,2026-01-14T06:25:20Z,2026-01-14T06:58:09Z,,0.55,,seekskyworld
spring-projects/spring-boot,48808,closed,2026-01-13T08:19:08Z,2026-01-13T08:30:11Z,,0.18,,ngocnhan-tran1996
spring-projects/spring-boot,48804,closed,2026-01-13T04:49:55Z,2026-01-13T07:31:27Z,,2.69,,Ravindrabijarniya
spring-projects/spring-boot,48796,closed,2026-01-12T06:54:44Z,2026-01-12T08:40:25Z,,1.76,,seekskyworld
doocs/advanced-java,339,merged,2026-04-02T08:52:56Z,2026-04-17T08:58:59Z,2026-04-17T08:58:59Z,360.1,1,Senrian
doocs/advanced-java,338,closed,2026-03-31T04:54:47Z,2026-04-17T08:59:50Z,,412.08,3,Senrian
doocs/advanced-java,337,closed,2026-03-30T18:35:47Z,2026-04-17T08:55:42Z,,422.33,1,dagecko
doocs/advanced-java,336,closed,2026-03-30T04:43:26Z,2026-03-30T06:38:02Z,,1.91,1,dagecko
doocs/advanced-java,334,closed,2026-03-26T19:04:33Z,2026-03-26T21:21:43Z,,2.29,1,dagecko
doocs/advanced-java,332,merged,2026-03-20T09:40:59Z,2026-03-30T06:40:13Z,2026-03-30T06:40:12Z,236.99,2,Senrian
doocs/advanced-java,331,merged,2026-01-20T10:22:42Z,2026-01-21T23:54:20Z,2026-01-21T23:54:20Z,37.53,1,pgoslatara
doocs/advanced-java,328,closed,2025-11-10T13:24:58Z,2025-12-15T08:48:19Z,,835.39,22,312268112
doocs/advanced-java,327,closed,2025-11-10T13:23:23Z,2025-11-10T13:24:00Z,,0.01,2,312268112
doocs/advanced-java,326,closed,2025-10-20T23:59:28Z,2025-10-21T23:38:42Z,,23.65,1,dependabot[bot]
doocs/advanced-java,324,closed,2025-09-11T06:11:19Z,2025-09-24T00:15:02Z,,306.06,1,dependabot[bot]
doocs/advanced-java,322,merged,2025-04-23T12:23:33Z,2025-04-23T12:24:48Z,2025-04-23T12:24:48Z,0.02,1,acbin
doocs/advanced-java,319,merged,2025-04-10T09:17:23Z,2025-04-10T23:36:11Z,2025-04-10T23:36:11Z,14.31,1,cn-zane
doocs/advanced-java,316,closed,2025-03-10T22:25:04Z,2025-03-17T06:53:42Z,,152.48,1,dependabot[bot]
doocs/advanced-java,315,closed,2025-02-25T05:28:40Z,2025-03-17T06:54:01Z,,481.42,1,m79464449p
doocs/advanced-java,312,closed,2024-09-19T18:03:57Z,2025-01-14T00:32:36Z,,2790.48,1,dependabot[bot]
doocs/advanced-java,310,merged,2024-08-15T07:21:26Z,2024-08-15T07:50:52Z,2024-08-15T07:50:52Z,0.49,1,Alioth4J
doocs/advanced-java,309,merged,2024-08-03T17:26:30Z,2024-08-07T09:52:33Z,2024-08-07T09:52:33Z,88.43,4,DengSchoo
doocs/advanced-java,308,closed,2024-07-24T12:38:11Z,2024-07-24T14:17:30Z,,1.66,2,wuyunke
doocs/advanced-java,307,merged,2024-07-24T08:11:14Z,2024-07-24T08:20:58Z,2024-07-24T08:20:58Z,0.16,2,cn-zane
doocs/advanced-java,305,merged,2024-06-19T03:43:07Z,2024-06-21T10:38:37Z,2024-06-21T10:38:37Z,54.92,1,dependabot[bot]
doocs/advanced-java,304,merged,2024-06-18T23:40:39Z,2024-06-19T03:42:41Z,2024-06-19T03:42:41Z,4.03,1,dependabot[bot]
doocs/advanced-java,303,merged,2024-05-29T04:01:32Z,2024-05-29T04:34:10Z,2024-05-29T04:34:10Z,0.54,2,cn-zane
doocs/advanced-java,302,merged,2024-05-27T08:03:37Z,2024-05-27T08:12:51Z,2024-05-27T08:12:51Z,0.15,1,cn-zane
doocs/advanced-java,292,merged,2023-09-27T01:57:56Z,2023-09-27T02:28:45Z,2023-09-27T02:28:45Z,0.51,3,yanglbme
doocs/advanced-java,291,merged,2023-09-22T13:24:47Z,2023-09-23T02:48:59Z,2023-09-23T02:48:59Z,13.4,1,thinkasany
doocs/advanced-java,290,merged,2023-09-22T09:30:36Z,2023-09-22T10:27:53Z,2023-09-22T10:27:53Z,0.95,3,thinkasany
doocs/advanced-java,289,merged,2023-09-22T08:27:40Z,2023-09-22T09:16:59Z,2023-09-22T09:16:59Z,0.82,3,thinkasany
doocs/advanced-java,280,merged,2022-11-04T08:26:19Z,2022-11-04T08:34:44Z,2022-11-04T08:34:44Z,0.14,3,TheBestFlyingPig
doocs/advanced-java,271,merged,2022-06-24T09:15:20Z,2022-06-24T09:20:41Z,2022-06-24T09:20:41Z,0.09,1,stardustman
doocs/advanced-java,270,closed,2022-05-31T16:58:57Z,2022-06-01T00:50:54Z,,7.87,1,prasadinfotech
doocs/advanced-java,269,merged,2022-05-30T14:19:27Z,2022-05-30T14:33:44Z,2022-05-30T14:33:44Z,0.24,1,Oliverwqcwrw
doocs/advanced-java,268,merged,2022-05-30T13:31:46Z,2022-05-30T13:49:47Z,2022-05-30T13:49:47Z,0.3,1,Oliverwqcwrw
doocs/advanced-java,267,merged,2022-05-30T12:53:47Z,2022-05-30T12:56:31Z,2022-05-30T12:56:31Z,0.05,1,Oliverwqcwrw
doocs/advanced-java,266,merged,2022-05-30T06:30:49Z,2022-05-30T06:37:18Z,2022-05-30T06:37:18Z,0.11,1,Oliverwqcwrw
doocs/advanced-java,265,closed,2022-05-29T14:16:51Z,2022-05-29T14:36:36Z,,0.33,1,Oliverwqcwrw
doocs/advanced-java,264,merged,2022-05-27T08:32:02Z,2022-05-27T08:32:07Z,2022-05-27T08:32:07Z,0.0,1,yanglbme
doocs/advanced-java,263,merged,2022-05-23T13:56:30Z,2022-05-23T13:57:45Z,2022-05-23T13:57:45Z,0.02,2,yanglbme
doocs/advanced-java,260,merged,2022-04-30T03:47:22Z,2022-04-30T06:44:28Z,2022-04-30T06:44:28Z,2.95,2,sincof
doocs/advanced-java,258,merged,2022-04-10T06:56:41Z,2022-04-10T07:01:42Z,2022-04-10T07:01:42Z,0.08,1,Frederick-S
doocs/advanced-java,256,merged,2022-03-28T07:48:32Z,2022-03-28T08:09:54Z,2022-03-28T08:09:54Z,0.36,1,ybd0612
doocs/advanced-java,250,merged,2022-02-08T08:41:42Z,2022-02-08T08:57:32Z,2022-02-08T08:57:31Z,0.26,1,Geek-S
doocs/advanced-java,249,merged,2022-02-08T07:01:50Z,2022-02-08T07:13:10Z,2022-02-08T07:13:10Z,0.19,1,Geek-S
doocs/advanced-java,242,merged,2021-09-17T07:10:44Z,2021-09-17T07:16:39Z,2021-09-17T07:16:39Z,0.1,1,Liorocky
doocs/advanced-java,241,closed,2021-09-10T07:04:30Z,2021-09-10T11:33:38Z,,4.49,4,DengLeYan
doocs/advanced-java,236,closed,2021-08-18T08:48:17Z,2021-08-18T08:50:11Z,,0.03,1,lx-maker
doocs/advanced-java,232,merged,2021-07-24T05:00:13Z,2021-07-24T06:06:35Z,2021-07-24T06:06:35Z,1.11,2,liukun2634
doocs/advanced-java,227,closed,2021-06-23T11:17:42Z,2021-07-22T12:17:50Z,,697.0,19,cry9t10rd
doocs/advanced-java,225,merged,2021-05-26T14:13:11Z,2021-05-26T14:17:34Z,2021-05-26T14:17:34Z,0.07,1,Fitz-1994
doocs/advanced-java,223,merged,2021-04-08T13:17:23Z,2021-04-09T07:36:57Z,2021-04-09T07:36:57Z,18.33,8,tgpcai
doocs/advanced-java,222,closed,2021-04-08T10:11:28Z,2021-04-08T13:08:38Z,,2.95,1,tgpcai
doocs/advanced-java,221,closed,2021-04-08T09:51:16Z,2021-04-08T10:04:41Z,,0.22,1,tgpcai
doocs/advanced-java,219,closed,2021-04-05T03:04:24Z,2021-04-05T03:13:36Z,,0.15,2,imgbot[bot]
doocs/advanced-java,218,closed,2021-04-05T02:32:20Z,2021-04-05T02:33:08Z,,0.01,3,imgbot[bot]
doocs/advanced-java,217,closed,2021-04-05T02:28:54Z,2021-04-05T02:32:04Z,,0.05,2,imgbot[bot]
doocs/advanced-java,216,closed,2021-04-02T07:41:13Z,2021-04-02T07:41:41Z,,0.01,1,someorz
doocs/advanced-java,208,closed,2020-12-05T20:40:06Z,2020-12-07T01:21:48Z,,28.7,1,micro-hawk
doocs/advanced-java,207,merged,2020-11-29T12:15:11Z,2020-11-29T12:49:51Z,2020-11-29T12:49:51Z,0.58,1,Z-Beatles
doocs/advanced-java,203,closed,2020-11-07T07:56:43Z,2020-11-11T03:42:56Z,,91.77,2,CarpCap
doocs/advanced-java,196,merged,2020-10-13T08:58:33Z,2020-10-13T09:19:44Z,2020-10-13T09:19:44Z,0.35,4,hai046
doocs/advanced-java,194,closed,2020-10-02T18:43:33Z,2020-10-03T13:55:58Z,,19.21,1,ghost
doocs/advanced-java,193,closed,2020-10-01T09:26:46Z,2020-10-02T07:29:46Z,,22.05,1,micro-hawk
doocs/advanced-java,189,closed,2020-09-11T03:58:40Z,2020-09-11T03:58:55Z,,0.0,1,cry9t10rd
doocs/advanced-java,188,closed,2020-09-11T03:54:35Z,2020-09-11T03:55:22Z,,0.01,1,cry9t10rd
doocs/advanced-java,186,merged,2020-08-30T09:06:11Z,2020-08-30T09:08:27Z,2020-08-30T09:08:27Z,0.04,1,imgbot[bot]
doocs/advanced-java,185,merged,2020-08-30T05:39:50Z,2020-08-30T06:28:47Z,2020-08-30T06:28:47Z,0.82,1,franklingu
doocs/advanced-java,183,closed,2020-08-17T16:14:21Z,2020-08-17T16:15:24Z,,0.02,1,dilboy
doocs/advanced-java,182,closed,2020-08-17T16:08:25Z,2020-08-17T16:11:03Z,,0.04,1,dilboy
doocs/advanced-java,173,closed,2020-06-28T01:38:36Z,2020-06-28T01:40:43Z,,0.04,1,hepeng94
doocs/advanced-java,172,merged,2020-06-27T14:29:39Z,2020-06-27T14:35:42Z,2020-06-27T14:35:42Z,0.1,1,imgbot[bot]
doocs/advanced-java,171,merged,2020-06-27T10:16:48Z,2020-06-27T14:27:26Z,2020-06-27T14:27:26Z,4.18,3,AmyliaY
doocs/advanced-java,170,closed,2020-05-23T12:15:18Z,2020-05-23T12:15:36Z,,0.01,1,keepon-online
doocs/advanced-java,167,merged,2020-05-14T02:52:44Z,2020-05-14T03:10:09Z,2020-05-14T03:10:09Z,0.29,1,CarpCap
doocs/advanced-java,166,merged,2020-05-09T13:24:17Z,2020-05-10T00:59:10Z,2020-05-10T00:59:10Z,11.58,3,ghost
doocs/advanced-java,164,closed,2020-05-04T14:50:28Z,2020-05-04T14:53:04Z,,0.04,2,LuJie0403
doocs/advanced-java,163,merged,2020-04-29T18:35:35Z,2020-04-30T01:06:20Z,2020-04-30T01:06:20Z,6.51,7,ZhenghaeHo
doocs/advanced-java,162,merged,2020-04-21T02:37:08Z,2020-04-21T02:54:07Z,2020-04-21T02:54:07Z,0.28,1,tonywangcn
doocs/advanced-java,161,merged,2020-04-20T01:29:28Z,2020-04-20T02:25:07Z,2020-04-20T02:25:07Z,0.93,1,ZhenghaeHo
doocs/advanced-java,158,closed,2020-04-14T06:23:24Z,2020-04-14T06:28:22Z,,0.08,1,yvanme
doocs/advanced-java,154,merged,2020-03-20T01:28:30Z,2020-03-20T01:38:55Z,2020-03-20T01:38:55Z,0.17,1,imgbot[bot]
doocs/advanced-java,153,merged,2020-03-20T00:54:56Z,2020-03-20T00:55:59Z,2020-03-20T00:55:59Z,0.02,1,imgbot[bot]
doocs/advanced-java,152,merged,2020-03-19T04:25:05Z,2020-03-20T00:42:29Z,2020-03-20T00:42:29Z,20.29,3,mghio
doocs/advanced-java,146,merged,2020-02-01T14:38:53Z,2020-02-02T02:47:40Z,2020-02-02T02:47:40Z,12.15,1,DoyuTu
doocs/advanced-java,145,closed,2020-01-30T00:18:21Z,2020-01-30T00:19:49Z,,0.02,1,ghost
doocs/advanced-java,144,merged,2020-01-20T03:17:03Z,2020-01-20T06:04:46Z,2020-01-20T06:04:46Z,2.8,2,cuidq
doocs/advanced-java,143,merged,2020-01-19T08:29:56Z,2020-01-19T08:44:32Z,2020-01-19T08:44:32Z,0.24,1,apollyon0728
doocs/advanced-java,142,closed,2020-01-14T19:53:58Z,2020-01-14T19:54:11Z,,0.0,1,cinguang
doocs/advanced-java,132,merged,2019-12-07T02:24:34Z,2019-12-07T02:25:30Z,2019-12-07T02:25:30Z,0.02,1,imgbot[bot]
doocs/advanced-java,131,merged,2019-12-07T02:18:34Z,2019-12-07T02:21:14Z,2019-12-07T02:21:14Z,0.04,4,ghost
doocs/advanced-java,129,merged,2019-11-27T09:51:33Z,2019-11-27T09:53:45Z,2019-11-27T09:53:45Z,0.04,1,imgbot[bot]
doocs/advanced-java,124,closed,2019-11-21T08:45:48Z,2019-11-21T09:54:00Z,,1.14,1,imgbot[bot]
doocs/advanced-java,123,merged,2019-11-19T01:36:22Z,2019-11-19T01:37:13Z,2019-11-19T01:37:13Z,0.01,1,imgbot[bot]
doocs/advanced-java,122,merged,2019-11-19T01:03:52Z,2019-11-19T01:33:48Z,2019-11-19T01:33:48Z,0.5,5,Zhostr
doocs/advanced-java,121,merged,2019-11-11T16:13:22Z,2019-11-12T02:50:28Z,2019-11-12T02:50:28Z,10.62,2,GungnirLaevatain
doocs/advanced-java,120,merged,2019-11-08T11:21:25Z,2019-11-12T02:55:05Z,2019-11-12T02:55:05Z,87.56,3,huifer
doocs/advanced-java,118,merged,2019-10-30T13:34:16Z,2019-11-01T07:46:28Z,2019-11-01T07:46:28Z,42.2,4,huifer
doocs/advanced-java,116,merged,2019-10-22T01:35:38Z,2019-10-25T02:21:51Z,2019-10-25T02:21:51Z,72.77,1,huifer
doocs/advanced-java,114,merged,2019-10-08T13:21:11Z,2019-10-08T13:23:56Z,2019-10-08T13:23:56Z,0.05,1,imgbot[bot]
doocs/advanced-java,113,merged,2019-09-28T08:50:56Z,2019-09-28T10:45:56Z,2019-09-28T10:45:56Z,1.92,1,kid1412621
doocs/advanced-java,112,merged,2019-09-27T00:54:17Z,2019-09-27T01:09:40Z,2019-09-27T01:09:40Z,0.26,2,jamescheng16
doocs/advanced-java,108,closed,2019-09-19T01:56:05Z,2019-09-19T02:12:48Z,,0.28,2,chenguangwu
doocs/advanced-java,106,closed,2019-09-12T03:47:41Z,2019-09-12T08:10:21Z,,4.38,1,fudingcheng
doocs/advanced-java,105,merged,2019-09-05T02:18:25Z,2019-09-05T03:05:31Z,2019-09-05T03:05:31Z,0.79,4,ghost
doocs/advanced-java,104,merged,2019-09-04T01:27:42Z,2019-09-04T01:32:13Z,2019-09-04T01:32:13Z,0.08,1,imgbot[bot]
doocs/advanced-java,103,merged,2019-09-03T12:40:01Z,2019-09-04T01:18:51Z,2019-09-04T01:18:51Z,12.65,2,ghost
doocs/advanced-java,98,merged,2019-08-22T03:02:41Z,2019-08-22T03:38:01Z,2019-08-22T03:38:01Z,0.59,1,chenqimiao
doocs/advanced-java,97,merged,2019-08-19T07:47:58Z,2019-08-19T07:51:29Z,2019-08-19T07:51:29Z,0.06,1,chenqimiao
doocs/advanced-java,96,merged,2019-08-19T07:26:08Z,2019-08-19T07:32:21Z,2019-08-19T07:32:21Z,0.1,1,chenqimiao
doocs/advanced-java,95,merged,2019-08-17T08:11:39Z,2019-08-17T08:13:28Z,2019-08-17T08:13:28Z,0.03,1,imgbot[bot]
doocs/advanced-java,94,closed,2019-08-10T03:29:34Z,2019-08-10T03:33:53Z,,0.07,2,imgbot[bot]
doocs/advanced-java,93,closed,2019-08-09T15:43:54Z,2019-08-09T16:14:45Z,,0.51,2,opencnnet
doocs/advanced-java,88,merged,2019-07-25T04:45:44Z,2019-07-25T04:47:04Z,2019-07-25T04:47:04Z,0.02,1,imgbot[bot]
doocs/advanced-java,87,closed,2019-07-24T16:03:53Z,2019-07-25T05:02:19Z,,12.97,2,Astralidea
doocs/advanced-java,85,closed,2019-07-22T00:49:30Z,2019-07-22T01:28:42Z,,0.65,1,binbinbin5
doocs/advanced-java,84,closed,2019-07-18T01:39:28Z,2019-07-22T01:28:42Z,,95.82,1,monkeywithacupcake
doocs/advanced-java,83,closed,2019-07-15T22:45:47Z,2019-07-17T00:59:08Z,,26.22,1,monkeywithacupcake
doocs/advanced-java,78,closed,2019-07-06T14:06:55Z,2019-08-03T06:42:11Z,,664.59,4,totalo
doocs/advanced-java,77,closed,2019-07-03T13:07:22Z,2019-07-03T13:08:01Z,,0.01,1,mascotli
doocs/advanced-java,65,merged,2019-04-26T08:37:29Z,2019-04-26T08:41:11Z,2019-04-26T08:41:11Z,0.06,1,imgbot[bot]
doocs/advanced-java,59,closed,2019-04-14T15:12:17Z,2019-04-25T06:26:31Z,,255.24,1,yzsunlight
doocs/advanced-java,57,merged,2019-04-08T13:01:37Z,2019-04-08T13:04:42Z,2019-04-08T13:04:42Z,0.05,1,lianghao208
doocs/advanced-java,53,merged,2019-03-25T01:31:01Z,2019-03-25T01:31:50Z,2019-03-25T01:31:50Z,0.01,1,imgbot[bot]
doocs/advanced-java,52,merged,2019-03-22T10:58:05Z,2019-03-22T10:58:52Z,2019-03-22T10:58:52Z,0.01,1,imgbot[bot]
doocs/advanced-java,49,merged,2019-03-07T08:04:55Z,2019-03-07T08:08:04Z,2019-03-07T08:08:04Z,0.05,1,lgctc123
doocs/advanced-java,48,merged,2019-03-06T09:18:06Z,2019-03-06T09:19:06Z,2019-03-06T09:19:06Z,0.02,1,imgbot[bot]
doocs/advanced-java,36,merged,2019-02-01T06:52:28Z,2019-02-01T07:05:52Z,2019-02-01T07:05:52Z,0.22,2,sishuoyang
doocs/advanced-java,31,closed,2019-01-21T08:02:52Z,2019-01-21T08:35:07Z,,0.54,2,hong1yuan
doocs/advanced-java,30,merged,2019-01-18T02:57:57Z,2019-01-18T02:58:27Z,2019-01-18T02:58:27Z,0.01,1,imgbot[bot]
doocs/advanced-java,29,merged,2019-01-17T15:07:22Z,2019-01-17T15:08:07Z,2019-01-17T15:08:07Z,0.01,1,imgbot[bot]
doocs/advanced-java,27,merged,2019-01-12T06:50:27Z,2019-01-12T06:51:09Z,2019-01-12T06:51:09Z,0.01,1,imgbot[bot]
doocs/advanced-java,26,merged,2019-01-10T12:53:43Z,2019-01-10T12:54:12Z,2019-01-10T12:54:12Z,0.01,1,imgbot[bot]
